facility,rating,review_text
영도문화예술회관,1,접근성이 나빠요 안전하지 않게 느껴져요
영도문화예술회관,5,의자와 테이블이 편안해요 사생활이 잘 보호되어요 유모차를 놓을 공간이 충분해요 청결하고 깔끔해요 편의성이 뛰어납니다
영도문화예술회관,2,사생활 보호가 전혀 안돼요 의자와 테이블이 불편해요 청결하지 못하고 지저분해요 불편해서 불만족스러워요 직원이 불친절해요
영도문화예술회관,3,청결하지 못하고 지저분해요 위치를 찾기 어려워요 온도 조절이 전혀 안돼요 의자와 테이블이 불편해요 직원이 불친절해요
영도문화예술회관,3,수유실이 좁아서 불편해요 불편해서 불만족스러워요 조명이 너무 어두워요 온도 조절이 전혀 안돼요 안전하지 않게 느껴져요
영도문화예술회관,1,시끄러워서 아이가 잘 못자요 온도 조절이 전혀 안돼요 청결하지 못하고 지저분해요
영도문화예술회관,3,접근성이 나빠요 기저귀 교환대가 불결해요
영도문화예술회관,2,유모차를 놓을 공간이 부족해요 청결하지 못하고 지저분해요 조명이 너무 어두워요 대기 시간이 너무 길어요 수유실이 좁아서 불편해요
영도문화예술회관,3,온도 조절이 전혀 안돼요 접근성이 나빠요
영도문화예술회관,1,안전하지 않게 느껴져요 시끄러워서 아이가 잘 못자요 청결하지 못하고 지저분해요 수유실이 좁아서 불편해요
영도문화예술회관,2,유모차를 놓을 공간이 부족해요 대기 시간이 너무 길어요 안전하지 않게 느껴져요
영도문화예술회관,2,수유실이 좁아서 불편해요 접근성이 나빠요 온도 조절이 전혀 안돼요 조명이 너무 어두워요 직원이 불친절해요
영도문화예술회관,1,안전하지 않게 느껴져요 수유실이 좁아서 불편해요
영도문화예술회관,1,조명이 너무 어두워요 안전하지 않게 느껴져요 기저귀 교환대가 불결해요
영도문화예술회관,2,불편해서 불만족스러워요 대기 시간이 너무 길어요
영도문화예술회관,2,접근성이 나빠요 직원이 불친절해요 기저귀 교환대가 불결해요
영도문화예술회관,2,안전하지 않게 느껴져요 조명이 너무 어두워요 의자와 테이블이 불편해요
영도문화예술회관,2,불편해서 불만족스러워요 접근성이 나빠요 기저귀 교환대가 불결해요 온도 조절이 전혀 안돼요
영도문화예술회관,1,유모차를 놓을 공간이 부족해요 직원이 불친절해요 수유실이 좁아서 불편해요 대기 시간이 너무 길어요
국립해양박물관2F,2,직원이 불친절해요 위치를 찾기 어려워요 수유실이 좁아서 불편해요
국립해양박물관2F,2,직원이 불친절해요 불편해서 불만족스러워요 청결하지 못하고 지저분해요 조명이 너무 어두워요 안전하지 않게 느껴져요
국립해양박물관2F,2,대기 시간이 너무 길어요 직원이 불친절해요
국립해양박물관2F,2,대기 시간이 너무 길어요 온도 조절이 전혀 안돼요
국립해양박물관2F,2,접근성이 나빠요 청결하지 못하고 지저분해요 위치를 찾기 어려워요
국립해양박물관2F,3,불편해서 불만족스러워요 사생활 보호가 전혀 안돼요 시끄러워서 아이가 잘 못자요 청결하지 못하고 지저분해요 의자와 테이블이 불편해요
국립해양박물관2F,2,조명이 너무 어두워요 직원이 불친절해요 위치를 찾기 어려워요
국립해양박물관2F,1,청결하지 못하고 지저분해요 대기 시간이 너무 길어요
국립해양박물관2F,1,시끄러워서 아이가 잘 못자요 온도 조절이 전혀 안돼요 사생활 보호가 전혀 안돼요
국립해양박물관2F,1,안전하지 않게 느껴져요 유모차를 놓을 공간이 부족해요
국립해양박물관2F,1,대기 시간이 너무 길어요 수유실이 좁아서 불편해요
국립해양박물관2F,2,안전하지 않게 느껴져요 기저귀 교환대가 불결해요 위치를 찾기 어려워요 불편해서 불만족스러워요 접근성이 나빠요
국립해양박물관2F,3,수유실이 좁아서 불편해요 청결하지 못하고 지저분해요 온도 조절이 전혀 안돼요 안전하지 않게 느껴져요
국립해양박물관2F,3,대기 시간이 너무 길어요 위치를 찾기 어려워요 안전하지 않게 느껴져요 수유실이 좁아서 불편해요 조명이 너무 어두워요
국립해양박물관2F,3,온도 조절이 전혀 안돼요 조명이 너무 어두워요 대기 시간이 너무 길어요
국립해양박물관2F,2,위치를 찾기 어려워요 기저귀 교환대가 불결해요 사생활 보호가 전혀 안돼요 시끄러워서 아이가 잘 못자요
국립해양박물관2F,2,기저귀 교환대가 불결해요 안전하지 않게 느껴져요 시끄러워서 아이가 잘 못자요 수유실이 좁아서 불편해요 직원이 불친절해요
국립해양박물관2F,3,기저귀 교환대가 불결해요 대기 시간이 너무 길어요 사생활 보호가 전혀 안돼요 불편해서 불만족스러워요 직원이 불친절해요
국립해양박물관2F,5,조명이 적당해서 좋아요 편의성이 뛰어납니다 안전하게 느껴져요 기저귀 교환대가 청결해요 대기 시간이 거의 없어요
국립해양박물관2F,3,위치를 찾기 어려워요 청결하지 못하고 지저분해요 사생활 보호가 전혀 안돼요 의자와 테이블이 불편해요 온도 조절이 전혀 안돼요
국립해양박물관4F,5,사생활이 잘 보호되어요 안전하게 느껴져요
국립해양박물관4F,5,유모차를 놓을 공간이 충분해요 대기 시간이 거의 없어요
국립해양박물관4F,4,청결하고 깔끔해요 온도 조절이 잘 되어 있어요 기저귀 교환대가 청결해요 편의성이 뛰어납니다
국립해양박물관4F,4,조명이 적당해서 좋아요 소음이 없어서 편안해요 직원이 매우 친절해요 온도 조절이 잘 되어 있어요
국립해양박물관4F,4,접근성이 좋아요 유모차를 놓을 공간이 충분해요 기저귀 교환대가 청결해요 안전하게 느껴져요 의자와 테이블이 편안해요
국립해양박물관4F,4,편의성이 뛰어납니다 대기 시간이 거의 없어요 수유실이 넓어서 좋아요 안전하게 느껴져요
국립해양박물관4F,4,직원이 매우 친절해요 온도 조절이 잘 되어 있어요 유모차를 놓을 공간이 충분해요 기저귀 교환대가 청결해요
국립해양박물관4F,5,조명이 적당해서 좋아요 접근성이 좋아요 의자와 테이블이 편안해요 직원이 매우 친절해요 청결하고 깔끔해요
국립해양박물관4F,5,기저귀 교환대가 청결해요 조명이 적당해서 좋아요 직원이 매우 친절해요 소음이 없어서 편안해요
국립해양박물관4F,4,대기 시간이 거의 없어요 사생활이 잘 보호되어요
국립해양박물관4F,5,대기 시간이 거의 없어요 접근성이 좋아요 안전하게 느껴져요
국립해양박물관4F,2,의자와 테이블이 불편해요 위치를 찾기 어려워요
국립해양박물관4F,5,안전하게 느껴져요 편의성이 뛰어납니다 수유실이 넓어서 좋아요
국립해양박물관4F,4,청결하고 깔끔해요 위치가 찾기 쉬워요 온도 조절이 잘 되어 있어요 수유실이 넓어서 좋아요
국립해양박물관4F,5,기저귀 교환대가 청결해요 수유실이 넓어서 좋아요
국립해양박물관4F,5,편의성이 뛰어납니다 온도 조절이 잘 되어 있어요 직원이 매우 친절해요 대기 시간이 거의 없어요
국립해양박물관4F,5,청결하고 깔끔해요 안전하게 느껴져요
국립해양박물관4F,5,수유실이 넓어서 좋아요 위치가 찾기 쉬워요 소음이 없어서 편안해요 청결하고 깔끔해요 직원이 매우 친절해요
국립해양박물관4F,5,편의성이 뛰어납니다 온도 조절이 잘 되어 있어요 소음이 없어서 편안해요
국립해양박물관4F,4,청결하고 깔끔해요 위치가 찾기 쉬워요
거제종합사회복지관,4,편의성이 뛰어납니다 접근성이 좋아요
거제종합사회복지관,4,청결하고 깔끔해요 온도 조절이 잘 되어 있어요
거제종합사회복지관,4,유모차를 놓을 공간이 충분해요 직원이 매우 친절해요 편의성이 뛰어납니다
거제종합사회복지관,5,편의성이 뛰어납니다 접근성이 좋아요 수유실이 넓어서 좋아요 온도 조절이 잘 되어 있어요
거제종합사회복지관,5,대기 시간이 거의 없어요 유모차를 놓을 공간이 충분해요 수유실이 넓어서 좋아요 편의성이 뛰어납니다 온도 조절이 잘 되어 있어요
거제종합사회복지관,5,접근성이 좋아요 위치가 찾기 쉬워요 유모차를 놓을 공간이 충분해요
거제종합사회복지관,4,사생활이 잘 보호되어요 조명이 적당해서 좋아요 안전하게 느껴져요 의자와 테이블이 편안해요
거제종합사회복지관,5,접근성이 좋아요 수유실이 넓어서 좋아요
거제종합사회복지관,4,수유실이 넓어서 좋아요 온도 조절이 잘 되어 있어요 유모차를 놓을 공간이 충분해요 사생활이 잘 보호되어요 직원이 매우 친절해요
거제종합사회복지관,4,안전하게 느껴져요 소음이 없어서 편안해요 청결하고 깔끔해요 사생활이 잘 보호되어요
거제종합사회복지관,5,유모차를 놓을 공간이 충분해요 조명이 적당해서 좋아요 접근성이 좋아요
거제종합사회복지관,5,조명이 적당해서 좋아요 청결하고 깔끔해요 유모차를 놓을 공간이 충분해요
거제종합사회복지관,4,의자와 테이블이 편안해요 사생활이 잘 보호되어요 안전하게 느껴져요 편의성이 뛰어납니다
거제종합사회복지관,5,기저귀 교환대가 청결해요 수유실이 넓어서 좋아요 유모차를 놓을 공간이 충분해요 의자와 테이블이 편안해요 편의성이 뛰어납니다
거제종합사회복지관,5,청결하고 깔끔해요 접근성이 좋아요 편의성이 뛰어납니다
거제종합사회복지관,4,안전하게 느껴져요 기저귀 교환대가 청결해요 온도 조절이 잘 되어 있어요
거제종합사회복지관,4,직원이 매우 친절해요 조명이 적당해서 좋아요 온도 조절이 잘 되어 있어요 위치가 찾기 쉬워요 의자와 테이블이 편안해요
거제종합사회복지관,5,청결하고 깔끔해요 직원이 매우 친절해요 수유실이 넓어서 좋아요 유모차를 놓을 공간이 충분해요 사생활이 잘 보호되어요
거제종합사회복지관,5,의자와 테이블이 편안해요 온도 조절이 잘 되어 있어요
거제종합사회복지관,1,접근성이 나빠요 기저귀 교환대가 불결해요 직원이 불친절해요
부산고등법원,4,접근성이 좋아요 수유실이 넓어서 좋아요 청결하고 깔끔해요 대기 시간이 거의 없어요
부산고등법원,4,위치가 찾기 쉬워요 안전하게 느껴져요
부산고등법원,4,접근성이 좋아요 온도 조절이 잘 되어 있어요 의자와 테이블이 편안해요 유모차를 놓을 공간이 충분해요 직원이 매우 친절해요
부산고등법원,4,직원이 매우 친절해요 대기 시간이 거의 없어요
부산고등법원,4,수유실이 넓어서 좋아요 유모차를 놓을 공간이 충분해요 사생활이 잘 보호되어요 위치가 찾기 쉬워요
부산고등법원,5,기저귀 교환대가 청결해요 접근성이 좋아요
부산고등법원,5,청결하고 깔끔해요 사생활이 잘 보호되어요 수유실이 넓어서 좋아요
부산고등법원,5,위치가 찾기 쉬워요 수유실이 넓어서 좋아요
부산고등법원,5,사생활이 잘 보호되어요 대기 시간이 거의 없어요
부산고등법원,5,사생활이 잘 보호되어요 접근성이 좋아요 위치가 찾기 쉬워요 조명이 적당해서 좋아요 온도 조절이 잘 되어 있어요
부산고등법원,4,접근성이 좋아요 소음이 없어서 편안해요 유모차를 놓을 공간이 충분해요
부산고등법원,2,의자와 테이블이 불편해요 청결하지 못하고 지저분해요 불편해서 불만족스러워요 수유실이 좁아서 불편해요
부산고등법원,5,편의성이 뛰어납니다 위치가 찾기 쉬워요 청결하고 깔끔해요 접근성이 좋아요
부산고등법원,4,유모차를 놓을 공간이 충분해요 위치가 찾기 쉬워요 기저귀 교환대가 청결해요 조명이 적당해서 좋아요
부산고등법원,5,위치가 찾기 쉬워요 수유실이 넓어서 좋아요
부산고등법원,4,의자와 테이블이 편안해요 소음이 없어서 편안해요 위치가 찾기 쉬워요
부산고등법원,5,수유실이 넓어서 좋아요 안전하게 느껴져요 의자와 테이블이 편안해요
부산고등법원,4,접근성이 좋아요 의자와 테이블이 편안해요 기저귀 교환대가 청결해요 직원이 매우 친절해요
부산고등법원,5,조명이 적당해서 좋아요 접근성이 좋아요 온도 조절이 잘 되어 있어요
부산고등법원,4,접근성이 좋아요 조명이 적당해서 좋아요
부산교통공사교대역,3,유모차를 놓을 공간이 부족해요 시끄러워서 아이가 잘 못자요
부산교통공사교대역,1,직원이 불친절해요 청결하지 못하고 지저분해요 불편해서 불만족스러워요 수유실이 좁아서 불편해요 안전하지 않게 느껴져요
부산교통공사교대역,4,접근성이 좋아요 소음이 없어서 편안해요 대기 시간이 거의 없어요 유모차를 놓을 공간이 충분해요 의자와 테이블이 편안해요
부산교통공사교대역,1,안전하지 않게 느껴져요 대기 시간이 너무 길어요 온도 조절이 전혀 안돼요 접근성이 나빠요
부산교통공사교대역,1,위치를 찾기 어려워요 온도 조절이 전혀 안돼요 대기 시간이 너무 길어요
부산교통공사교대역,2,시끄러워서 아이가 잘 못자요 의자와 테이블이 불편해요
부산교통공사교대역,3,사생활 보호가 전혀 안돼요 의자와 테이블이 불편해요 위치를 찾기 어려워요 유모차를 놓을 공간이 부족해요
부산교통공사교대역,3,시끄러워서 아이가 잘 못자요 위치를 찾기 어려워요 안전하지 않게 느껴져요 불편해서 불만족스러워요 의자와 테이블이 불편해요
부산교통공사교대역,3,온도 조절이 전혀 안돼요 수유실이 좁아서 불편해요
부산교통공사교대역,3,수유실이 좁아서 불편해요 불편해서 불만족스러워요
부산교통공사교대역,1,위치를 찾기 어려워요 청결하지 못하고 지저분해요
부산교통공사교대역,2,유모차를 놓을 공간이 부족해요 위치를 찾기 어려워요 사생활 보호가 전혀 안돼요 수유실이 좁아서 불편해요
부산교통공사교대역,3,기저귀 교환대가 불결해요 시끄러워서 아이가 잘 못자요 조명이 너무 어두워요
부산교통공사교대역,3,청결하지 못하고 지저분해요 위치를 찾기 어려워요
부산교통공사교대역,2,수유실이 좁아서 불편해요 접근성이 나빠요 청결하지 못하고 지저분해요 의자와 테이블이 불편해요 유모차를 놓을 공간이 부족해요
부산교통공사교대역,1,위치를 찾기 어려워요 직원이 불친절해요 대기 시간이 너무 길어요 유모차를 놓을 공간이 부족해요
부산교통공사교대역,1,불편해서 불만족스러워요 시끄러워서 아이가 잘 못자요 수유실이 좁아서 불편해요 조명이 너무 어두워요
부산교통공사교대역,2,시끄러워서 아이가 잘 못자요 조명이 너무 어두워요 수유실이 좁아서 불편해요 기저귀 교환대가 불결해요 온도 조절이 전혀 안돼요
부산교통공사교대역,3,사생활 보호가 전혀 안돼요 불편해서 불만족스러워요
부산교통공사교대역,1,유모차를 놓을 공간이 부족해요 접근성이 나빠요 수유실이 좁아서 불편해요 안전하지 않게 느껴져요
부산교통공사시청역,2,청결하지 못하고 지저분해요 온도 조절이 전혀 안돼요 유모차를 놓을 공간이 부족해요
부산교통공사시청역,3,안전하지 않게 느껴져요 접근성이 나빠요 직원이 불친절해요 시끄러워서 아이가 잘 못자요 불편해서 불만족스러워요
부산교통공사시청역,1,조명이 너무 어두워요 수유실이 좁아서 불편해요 온도 조절이 전혀 안돼요 청결하지 못하고 지저분해요
부산교통공사시청역,1,안전하지 않게 느껴져요 대기 시간이 너무 길어요 온도 조절이 전혀 안돼요 시끄러워서 아이가 잘 못자요 접근성이 나빠요
부산교통공사시청역,3,기저귀 교환대가 불결해요 불편해서 불만족스러워요 청결하지 못하고 지저분해요 안전하지 않게 느껴져요
부산교통공사시청역,3,불편해서 불만족스러워요 사생활 보호가 전혀 안돼요 유모차를 놓을 공간이 부족해요
부산교통공사시청역,1,위치를 찾기 어려워요 유모차를 놓을 공간이 부족해요
부산교통공사시청역,3,접근성이 나빠요 조명이 너무 어두워요 온도 조절이 전혀 안돼요 시끄러워서 아이가 잘 못자요 불편해서 불만족스러워요
부산교통공사시청역,3,청결하지 못하고 지저분해요 직원이 불친절해요 유모차를 놓을 공간이 부족해요 사생활 보호가 전혀 안돼요 위치를 찾기 어려워요
부산교통공사시청역,2,유모차를 놓을 공간이 부족해요 접근성이 나빠요
부산교통공사시청역,1,위치를 찾기 어려워요 직원이 불친절해요 대기 시간이 너무 길어요
부산교통공사시청역,5,수유실이 넓어서 좋아요 접근성이 좋아요 편의성이 뛰어납니다
부산교통공사시청역,2,불편해서 불만족스러워요 대기 시간이 너무 길어요 수유실이 좁아서 불편해요
부산교통공사시청역,1,안전하지 않게 느껴져요 유모차를 놓을 공간이 부족해요 불편해서 불만족스러워요
부산교통공사시청역,1,시끄러워서 아이가 잘 못자요 조명이 너무 어두워요 위치를 찾기 어려워요 대기 시간이 너무 길어요
부산교통공사시청역,2,대기 시간이 너무 길어요 유모차를 놓을 공간이 부족해요 접근성이 나빠요 의자와 테이블이 불편해요
부산교통공사시청역,2,시끄러워서 아이가 잘 못자요 위치를 찾기 어려워요 유모차를 놓을 공간이 부족해요
부산교통공사시청역,1,청결하지 못하고 지저분해요 위치를 찾기 어려워요 의자와 테이블이 불편해요 유모차를 놓을 공간이 부족해요 수유실이 좁아서 불편해요
부산교통공사시청역,1,대기 시간이 너무 길어요 시끄러워서 아이가 잘 못자요 기저귀 교환대가 불결해요
부산교통공사시청역,3,시끄러워서 아이가 잘 못자요 청결하지 못하고 지저분해요 기저귀 교환대가 불결해요 불편해서 불만족스러워요
부산교통공사연산역,5,접근성이 좋아요 사생활이 잘 보호되어요 청결하고 깔끔해요
부산교통공사연산역,5,조명이 적당해서 좋아요 대기 시간이 거의 없어요
부산교통공사연산역,4,청결하고 깔끔해요 위치가 찾기 쉬워요 편의성이 뛰어납니다 수유실이 넓어서 좋아요
부산교통공사연산역,5,소음이 없어서 편안해요 대기 시간이 거의 없어요 조명이 적당해서 좋아요 청결하고 깔끔해요 유모차를 놓을 공간이 충분해요
부산교통공사연산역,5,위치가 찾기 쉬워요 직원이 매우 친절해요 접근성이 좋아요 청결하고 깔끔해요
부산교통공사연산역,4,위치가 찾기 쉬워요 사생활이 잘 보호되어요 기저귀 교환대가 청결해요 수유실이 넓어서 좋아요
부산교통공사연산역,4,수유실이 넓어서 좋아요 위치가 찾기 쉬워요 의자와 테이블이 편안해요
부산교통공사연산역,5,기저귀 교환대가 청결해요 안전하게 느껴져요 접근성이 좋아요 사생활이 잘 보호되어요
부산교통공사연산역,4,의자와 테이블이 편안해요 접근성이 좋아요 편의성이 뛰어납니다
부산교통공사연산역,5,안전하게 느껴져요 대기 시간이 거의 없어요 온도 조절이 잘 되어 있어요 위치가 찾기 쉬워요
부산교통공사연산역,4,사생활이 잘 보호되어요 편의성이 뛰어납니다 유모차를 놓을 공간이 충분해요
부산교통공사연산역,4,청결하고 깔끔해요 조명이 적당해서 좋아요 접근성이 좋아요 유모차를 놓을 공간이 충분해요
부산교통공사연산역,4,조명이 적당해서 좋아요 직원이 매우 친절해요 접근성이 좋아요 편의성이 뛰어납니다
부산교통공사연산역,4,의자와 테이블이 편안해요 기저귀 교환대가 청결해요 유모차를 놓을 공간이 충분해요 온도 조절이 잘 되어 있어요
부산교통공사연산역,3,조명이 너무 어두워요 사생활 보호가 전혀 안돼요
부산교통공사연산역,4,의자와 테이블이 편안해요 청결하고 깔끔해요
부산교통공사연산역,5,온도 조절이 잘 되어 있어요 편의성이 뛰어납니다 의자와 테이블이 편안해요 청결하고 깔끔해요
부산교통공사연산역,4,편의성이 뛰어납니다 청결하고 깔끔해요 소음이 없어서 편안해요
부산교통공사연산역,4,접근성이 좋아요 기저귀 교환대가 청결해요 직원이 매우 친절해요
부산교통공사연산역,4,안전하게 느껴져요 유모차를 놓을 공간이 충분해요 기저귀 교환대가 청결해요 조명이 적당해서 좋아요
부산시청,2,유모차를 놓을 공간이 부족해요 직원이 불친절해요
부산시청,3,접근성이 나빠요 기저귀 교환대가 불결해요
부산시청,2,불편해서 불만족스러워요 안전하지 않게 느껴져요
부산시청,1,직원이 불친절해요 위치를 찾기 어려워요 안전하지 않게 느껴져요 의자와 테이블이 불편해요 불편해서 불만족스러워요
부산시청,1,수유실이 좁아서 불편해요 기저귀 교환대가 불결해요 조명이 너무 어두워요 유모차를 놓을 공간이 부족해요
부산시청,3,위치를 찾기 어려워요 접근성이 나빠요 대기 시간이 너무 길어요 유모차를 놓을 공간이 부족해요 안전하지 않게 느껴져요
부산시청,1,안전하지 않게 느껴져요 접근성이 나빠요 위치를 찾기 어려워요 유모차를 놓을 공간이 부족해요
부산시청,1,직원이 불친절해요 접근성이 나빠요
부산시청,1,온도 조절이 전혀 안돼요 불편해서 불만족스러워요 대기 시간이 너무 길어요 접근성이 나빠요 기저귀 교환대가 불결해요
부산시청,3,접근성이 나빠요 수유실이 좁아서 불편해요
부산시청,5,조명이 적당해서 좋아요 편의성이 뛰어납니다 소음이 없어서 편안해요
부산시청,3,유모차를 놓을 공간이 부족해요 의자와 테이블이 불편해요 불편해서 불만족스러워요 위치를 찾기 어려워요
부산시청,2,대기 시간이 너무 길어요 온도 조절이 전혀 안돼요 의자와 테이블이 불편해요 불편해서 불만족스러워요 기저귀 교환대가 불결해요
부산시청,2,불편해서 불만족스러워요 의자와 테이블이 불편해요 위치를 찾기 어려워요 안전하지 않게 느껴져요
부산시청,3,위치를 찾기 어려워요 불편해서 불만족스러워요 청결하지 못하고 지저분해요 온도 조절이 전혀 안돼요 직원이 불친절해요
부산시청,3,접근성이 나빠요 유모차를 놓을 공간이 부족해요 청결하지 못하고 지저분해요 대기 시간이 너무 길어요
부산시청,1,조명이 너무 어두워요 시끄러워서 아이가 잘 못자요 접근성이 나빠요 유모차를 놓을 공간이 부족해요
부산시청,3,온도 조절이 전혀 안돼요 수유실이 좁아서 불편해요
부산시청,2,대기 시간이 너무 길어요 시끄러워서 아이가 잘 못자요 수유실이 좁아서 불편해요 직원이 불친절해요
부산시청,3,의자와 테이블이 불편해요 안전하지 않게 느껴져요 직원이 불친절해요
연제구보건소,4,직원이 매우 친절해요 조명이 적당해서 좋아요 온도 조절이 잘 되어 있어요 기저귀 교환대가 청결해요 소음이 없어서 편안해요
연제구보건소,5,접근성이 좋아요 소음이 없어서 편안해요 조명이 적당해서 좋아요 수유실이 넓어서 좋아요 대기 시간이 거의 없어요
연제구보건소,4,청결하고 깔끔해요 접근성이 좋아요 수유실이 넓어서 좋아요 유모차를 놓을 공간이 충분해요 위치가 찾기 쉬워요
연제구보건소,5,접근성이 좋아요 직원이 매우 친절해요 수유실이 넓어서 좋아요
연제구보건소,5,편의성이 뛰어납니다 소음이 없어서 편안해요 온도 조절이 잘 되어 있어요
연제구보건소,4,소음이 없어서 편안해요 기저귀 교환대가 청결해요 대기 시간이 거의 없어요 유모차를 놓을 공간이 충분해요
연제구보건소,4,위치가 찾기 쉬워요 유모차를 놓을 공간이 충분해요 안전하게 느껴져요
연제구보건소,4,편의성이 뛰어납니다 조명이 적당해서 좋아요 대기 시간이 거의 없어요 사생활이 잘 보호되어요 의자와 테이블이 편안해요
연제구보건소,4,편의성이 뛰어납니다 유모차를 놓을 공간이 충분해요 의자와 테이블이 편안해요 소음이 없어서 편안해요
연제구보건소,5,청결하고 깔끔해요 편의성이 뛰어납니다 유모차를 놓을 공간이 충분해요
연제구보건소,5,온도 조절이 잘 되어 있어요 안전하게 느껴져요
연제구보건소,1,사생활 보호가 전혀 안돼요 안전하지 않게 느껴져요 직원이 불친절해요
연제구보건소,5,대기 시간이 거의 없어요 청결하고 깔끔해요 조명이 적당해서 좋아요 온도 조절이 잘 되어 있어요
연제구보건소,5,수유실이 넓어서 좋아요 유모차를 놓을 공간이 충분해요 접근성이 좋아요
연제구보건소,5,대기 시간이 거의 없어요 의자와 테이블이 편안해요
연제구보건소,4,위치가 찾기 쉬워요 수유실이 넓어서 좋아요 사생활이 잘 보호되어요
연제구보건소,4,의자와 테이블이 편안해요 안전하게 느껴져요 대기 시간이 거의 없어요 조명이 적당해서 좋아요 청결하고 깔끔해요
연제구보건소,4,청결하고 깔끔해요 소음이 없어서 편안해요 조명이 적당해서 좋아요 편의성이 뛰어납니다 기저귀 교환대가 청결해요
연제구보건소,4,대기 시간이 거의 없어요 의자와 테이블이 편안해요
연제구보건소,4,직원이 매우 친절해요 사생활이 잘 보호되어요 유모차를 놓을 공간이 충분해요 기저귀 교환대가 청결해요
연제구육아종합지원센터,4,유모차를 놓을 공간이 충분해요 청결하고 깔끔해요 온도 조절이 잘 되어 있어요 접근성이 좋아요 대기 시간이 거의 없어요
연제구육아종합지원센터,4,소음이 없어서 편안해요 편의성이 뛰어납니다 위치가 찾기 쉬워요 온도 조절이 잘 되어 있어요
연제구육아종합지원센터,5,온도 조절이 잘 되어 있어요 유모차를 놓을 공간이 충분해요
연제구육아종합지원센터,4,사생활이 잘 보호되어요 안전하게 느껴져요 기저귀 교환대가 청결해요
연제구육아종합지원센터,4,편의성이 뛰어납니다 기저귀 교환대가 청결해요 안전하게 느껴져요 사생활이 잘 보호되어요 대기 시간이 거의 없어요
연제구육아종합지원센터,5,유모차를 놓을 공간이 충분해요 사생활이 잘 보호되어요
연제구육아종합지원센터,4,조명이 적당해서 좋아요 청결하고 깔끔해요 유모차를 놓을 공간이 충분해요
연제구육아종합지원센터,5,소음이 없어서 편안해요 위치가 찾기 쉬워요 온도 조절이 잘 되어 있어요 조명이 적당해서 좋아요
연제구육아종합지원센터,5,유모차를 놓을 공간이 충분해요 접근성이 좋아요 조명이 적당해서 좋아요
연제구육아종합지원센터,5,소음이 없어서 편안해요 조명이 적당해서 좋아요 기저귀 교환대가 청결해요 수유실이 넓어서 좋아요 유모차를 놓을 공간이 충분해요
연제구육아종합지원센터,5,의자와 테이블이 편안해요 직원이 매우 친절해요
연제구육아종합지원센터,5,기저귀 교환대가 청결해요 의자와 테이블이 편안해요 수유실이 넓어서 좋아요
연제구육아종합지원센터,5,수유실이 넓어서 좋아요 위치가 찾기 쉬워요 편의성이 뛰어납니다 사생활이 잘 보호되어요 직원이 매우 친절해요
연제구육아종합지원센터,5,유모차를 놓을 공간이 충분해요 사생활이 잘 보호되어요 조명이 적당해서 좋아요 편의성이 뛰어납니다 위치가 찾기 쉬워요
연제구육아종합지원센터,5,대기 시간이 거의 없어요 소음이 없어서 편안해요 직원이 매우 친절해요
연제구육아종합지원센터,2,접근성이 나빠요 사생활 보호가 전혀 안돼요 불편해서 불만족스러워요
연제구육아종합지원센터,4,직원이 매우 친절해요 위치가 찾기 쉬워요
연제구육아종합지원센터,5,청결하고 깔끔해요 사생활이 잘 보호되어요
연제구육아종합지원센터,4,유모차를 놓을 공간이 충분해요 의자와 테이블이 편안해요 대기 시간이 거의 없어요
연제구육아종합지원센터,4,조명이 적당해서 좋아요 접근성이 좋아요 유모차를 놓을 공간이 충분해요 온도 조절이 잘 되어 있어요
연제구청,5,직원이 매우 친절해요 기저귀 교환대가 청결해요 위치가 찾기 쉬워요
연제구청,4,접근성이 좋아요 안전하게 느껴져요 청결하고 깔끔해요 의자와 테이블이 편안해요 기저귀 교환대가 청결해요
연제구청,5,사생활이 잘 보호되어요 안전하게 느껴져요 유모차를 놓을 공간이 충분해요
연제구청,2,직원이 불친절해요 접근성이 나빠요
연제구청,5,직원이 매우 친절해요 대기 시간이 거의 없어요 의자와 테이블이 편안해요 청결하고 깔끔해요 기저귀 교환대가 청결해요
연제구청,4,편의성이 뛰어납니다 대기 시간이 거의 없어요 접근성이 좋아요 사생활이 잘 보호되어요 수유실이 넓어서 좋아요
연제구청,5,온도 조절이 잘 되어 있어요 위치가 찾기 쉬워요 청결하고 깔끔해요 의자와 테이블이 편안해요 조명이 적당해서 좋아요
연제구청,5,의자와 테이블이 편안해요 소음이 없어서 편안해요 수유실이 넓어서 좋아요 청결하고 깔끔해요 대기 시간이 거의 없어요
연제구청,4,온도 조절이 잘 되어 있어요 유모차를 놓을 공간이 충분해요 대기 시간이 거의 없어요
연제구청,5,접근성이 좋아요 위치가 찾기 쉬워요 안전하게 느껴져요
연제구청,4,직원이 매우 친절해요 유모차를 놓을 공간이 충분해요 대기 시간이 거의 없어요 기저귀 교환대가 청결해요
연제구청,5,편의성이 뛰어납니다 소음이 없어서 편안해요 유모차를 놓을 공간이 충분해요
연제구청,4,직원이 매우 친절해요 안전하게 느껴져요 위치가 찾기 쉬워요 편의성이 뛰어납니다
연제구청,4,기저귀 교환대가 청결해요 수유실이 넓어서 좋아요
연제구청,4,직원이 매우 친절해요 사생활이 잘 보호되어요 수유실이 넓어서 좋아요 소음이 없어서 편안해요 온도 조절이 잘 되어 있어요
